customer_id,loan_id,riesgo_score,tasa_interes_dinamica
2564,149,3.00E-04,0.10012
4212,150,0.0069,0.10276
3393,151,2.00E-04,0.10008
756,152,2.00E-04,0.10008
5037,153,3.00E-04,0.10012
1983,154,0.9996,0.49984
5301,155,3.00E-04,0.10012
1541,156,0.9998,0.49992
4427,157,6.00E-04,0.10024
3391,158,4.00E-04,0.10016
3095,159,3.00E-04,0.10012
1573,160,4.00E-04,0.10016
2229,161,4.00E-04,0.10016
3227,162,4.00E-04,0.10016
4719,163,0.5915,0.3366
230,164,0.0076,0.10304
1613,165,3.00E-04,0.10012
1310,166,3.00E-04,0.10012
3431,167,2.00E-04,0.10008
4381,168,2.00E-04,0.10008
2155,169,0.9994,0.49976
1200,170,4.00E-04,0.10016
3221,171,3.00E-04,0.10012
4740,172,0.5699,0.32796
3068,173,0.0014,0.10056
833,174,2.00E-04,0.10008
3896,175,0.3012,0.22048
493,176,0.9702,0.48808
5368,177,0.1916,0.17664
5389,178,4.00E-04,0.10016
1084,179,4.00E-04,0.10016
3543,180,0.0075,0.103
5188,181,0.9998,0.49992
3556,182,3.00E-04,0.10012
4001,183,3.00E-04,0.10012
4049,184,0.9998,0.49992
1403,185,0.9996,0.49984
5333,186,3.00E-04,0.10012
2426,187,2.00E-04,0.10008
2431,188,3.00E-04,0.10012
1432,189,0.9996,0.49984
3475,190,3.00E-04,0.10012
2502,191,3.00E-04,0.10012
5321,192,0.9994,0.49976
961,193,2.00E-04,0.10008
4860,194,0.0011,0.10044
3993,195,5.00E-04,0.1002
4063,196,0.9995,0.4998
5413,197,2.00E-04,0.10008
3863,198,3.00E-04,0.10012
5313,199,0.9996,0.49984
606,200,3.00E-04,0.10012
97,201,2.00E-04,0.10008
2625,202,3.00E-04,0.10012
117,203,0.9997,0.49988
98,204,0.9752,0.49008
4354,205,3.00E-04,0.10012
3657,206,5.00E-04,0.1002
2642,207,2.00E-04,0.10008
1510,208,2.00E-04,0.10008
76,209,2.00E-04,0.10008
975,210,3.00E-04,0.10012
4248,211,3.00E-04,0.10012
2680,212,2.00E-04,0.10008
1877,213,0.0037,0.10148
2111,214,0.9993,0.49972
875,215,0.1817,0.17268
1242,216,2.00E-04,0.10008
164,217,5.00E-04,0.1002
4231,218,4.00E-04,0.10016
174,219,2.00E-04,0.10008
4987,220,4.00E-04,0.10016
1815,221,4.00E-04,0.10016
4193,222,2.00E-04,0.10008
977,223,6.00E-04,0.10024
4926,224,4.00E-04,0.10016
4784,225,2.00E-04,0.10008
5466,226,2.00E-04,0.10008
837,227,0.9998,0.49992
5366,228,3.00E-04,0.10012
4584,229,3.00E-04,0.10012
805,230,2.00E-04,0.10008
2046,231,2.00E-04,0.10008
5444,232,6.00E-04,0.10024
2039,233,0.9995,0.4998
2988,234,3.00E-04,0.10012
4992,235,2.00E-04,0.10008
4392,236,3.00E-04,0.10012
832,237,3.00E-04,0.10012
4384,238,0.001,0.1004
23,239,6.00E-04,0.10024
5167,240,0.0059,0.10236
2289,241,4.00E-04,0.10016
4315,242,0.9996,0.49984
2860,243,2.00E-04,0.10008
3816,244,0.0045,0.1018
2146,245,0.9712,0.48848
2138,246,3.00E-04,0.10012
4820,247,4.00E-04,0.10016
2131,248,0.969,0.4876
4793,249,0.9996,0.49984
1074,250,0.9994,0.49976
4270,251,4.00E-04,0.10016
2479,252,4.00E-04,0.10016
4090,253,3.00E-04,0.10012
1724,254,4.00E-04,0.10016
4806,255,0.9997,0.49988
4720,256,3.00E-04,0.10012
685,257,7.00E-04,0.10028
5468,258,2.00E-04,0.10008
5459,259,2.00E-04,0.10008
4810,260,2.00E-04,0.10008
4492,261,3.00E-04,0.10012
3455,262,0.6343,0.35372
3468,263,7.00E-04,0.10028
3913,264,0.9099,0.46396
298,265,5.00E-04,0.1002
4568,266,3.00E-04,0.10012
1045,267,3.00E-04,0.10012
4398,268,3.00E-04,0.10012
4580,269,5.00E-04,0.1002
3968,270,2.00E-04,0.10008
374,271,2.00E-04,0.10008
63,272,2.00E-04,0.10008
2009,273,2.00E-04,0.10008
1410,274,5.00E-04,0.1002
2300,275,2.00E-04,0.10008
1322,276,0.0043,0.10172
229,277,3.00E-04,0.10012
1301,278,2.00E-04,0.10008
1908,279,5.00E-04,0.1002
1433,280,0.9993,0.49972
4834,281,3.00E-04,0.10012
1231,282,5.00E-04,0.1002
3349,283,2.00E-04,0.10008
5184,284,0.9996,0.49984
2365,285,4.00E-04,0.10016
2761,286,4.00E-04,0.10016
326,287,1.00E-04,0.10004
2278,288,2.00E-04,0.10008
1441,289,4.00E-04,0.10016
743,290,4.00E-04,0.10016
2422,291,0.9995,0.4998
3501,292,4.00E-04,0.10016
1758,293,0.9997,0.49988
2747,294,3.00E-04,0.10012
1456,295,0.162,0.1648
201,296,0.9999,0.49996
5149,297,2.00E-04,0.10008
84,298,3.00E-04,0.10012
2523,299,2.00E-04,0.10008
5482,300,2.00E-04,0.10008
3790,301,4.00E-04,0.10016
4131,302,0.6248,0.34992
5483,303,2.00E-04,0.10008
5488,304,0.9992,0.49968
2199,305,3.00E-04,0.10012
2603,306,2.00E-04,0.10008
1270,307,6.00E-04,0.10024
1591,308,4.00E-04,0.10016
185,309,3.00E-04,0.10012
4138,310,3.00E-04,0.10012
1950,311,4.00E-04,0.10016
3956,312,3.00E-04,0.10012
5445,313,2.00E-04,0.10008
3884,314,3.00E-04,0.10012
1078,315,2.00E-04,0.10008
3496,316,4.00E-04,0.10016
5493,317,0.0019,0.10076
5502,318,2.00E-04,0.10008
5494,319,0.2264,0.19056
5496,320,2.00E-04,0.10008
5504,321,2.00E-04,0.10008
5499,322,0.9992,0.49968
5472,323,3.00E-04,0.10012
5230,324,3.00E-04,0.10012
4298,325,3.00E-04,0.10012
4185,326,4.00E-04,0.10016
757,327,6.00E-04,0.10024
4240,328,4.00E-04,0.10016
780,329,0.9996,0.49984
2060,330,0.9994,0.49976
419,331,3.00E-04,0.10012
4031,332,5.00E-04,0.1002
2234,333,5.00E-04,0.1002
883,334,0.9993,0.49972
1138,335,2.00E-04,0.10008
2913,336,3.00E-04,0.10012
3721,337,2.00E-04,0.10008
760,338,1.00E-04,0.10004
5020,339,0.9992,0.49968
5514,340,0.9992,0.49968
1674,341,4.00E-04,0.10016
108,342,0.9998,0.49992
4712,343,2.00E-04,0.10008
4463,344,0.9998,0.49992
4627,345,0.4245,0.2698
5030,346,3.00E-04,0.10012
4218,347,4.00E-04,0.10016
5521,348,2.00E-04,0.10008
5522,349,2.00E-04,0.10008
5525,350,0.0019,0.10076
4841,351,0.3601,0.24404
264,352,0.0022,0.10088
2162,353,5.00E-04,0.1002
3259,354,0.9999,0.49996
4870,355,2.00E-04,0.10008
1476,356,2.00E-04,0.10008
196,357,4.00E-04,0.10016
2153,358,4.00E-04,0.10016
2759,359,4.00E-04,0.10016
1949,360,0.0032,0.10128
5177,361,4.00E-04,0.10016
2987,362,0.0584,0.12336
5537,363,0.9992,0.49968
5534,364,0.29,0.216
1516,365,2.00E-04,0.10008
1353,366,5.00E-04,0.1002
5540,367,2.00E-04,0.10008
4047,368,7.00E-04,0.10028
5548,369,2.00E-04,0.10008
2101,370,3.00E-04,0.10012
937,371,2.00E-04,0.10008
368,372,2.00E-04,0.10008
5019,373,3.00E-04,0.10012
3702,374,4.00E-04,0.10016
1772,375,0.5572,0.32288
304,376,0.0354,0.11416
3459,377,3.00E-04,0.10012
4844,378,0.0045,0.1018
5550,379,0.0533,0.12132
5553,380,2.00E-04,0.10008
5555,381,2.00E-04,0.10008
1178,382,3.00E-04,0.10012
3923,383,0.9883,0.49532
4949,384,2.00E-04,0.10008
2232,385,5.00E-04,0.1002
1882,386,2.00E-04,0.10008
5256,387,3.00E-04,0.10012
3179,388,3.00E-04,0.10012
589,389,0.3047,0.22188
3192,390,4.00E-04,0.10016
2540,391,2.00E-04,0.10008
895,392,0.9999,0.49996
3764,393,0.0018,0.10072
3225,394,3.00E-04,0.10012
2778,395,2.00E-04,0.10008
1755,396,0.9994,0.49976
5565,397,2.00E-04,0.10008
5240,398,3.00E-04,0.10012
4266,399,0.0064,0.10256
2484,400,3.00E-04,0.10012
5562,401,6.00E-04,0.10024
4669,402,0.0137,0.10548
350,403,6.00E-04,0.10024
4412,404,0.9997,0.49988
1193,405,0.9991,0.49964
2325,406,3.00E-04,0.10012
2619,407,3.00E-04,0.10012
3636,408,3.00E-04,0.10012
3336,409,3.00E-04,0.10012
5574,410,2.00E-04,0.10008
4504,411,0.0022,0.10088
5028,412,0.9996,0.49984
1323,413,3.00E-04,0.10012
5155,414,0.8281,0.43124
5578,415,2.00E-04,0.10008
1835,416,4.00E-04,0.10016
2344,417,3.00E-04,0.10012
10,418,2.00E-04,0.10008
5075,419,3.00E-04,0.10012
2990,420,2.00E-04,0.10008
5580,421,0.9992,0.49968
16,422,3.00E-04,0.10012
905,423,4.00E-04,0.10016
2366,424,0.0017,0.10068
5584,425,2.00E-04,0.10008
3310,426,4.00E-04,0.10016
1075,427,2.00E-04,0.10008
980,428,2.00E-04,0.10008
3186,429,0.9994,0.49976
4540,430,2.00E-04,0.10008
1964,431,4.00E-04,0.10016
2753,432,0.0022,0.10088
5601,433,0.2026,0.18104
5607,434,2.00E-04,0.10008
5608,435,2.00E-04,0.10008
5594,436,2.00E-04,0.10008
5611,437,2.00E-04,0.10008
5592,438,2.00E-04,0.10008
3805,439,2.00E-04,0.10008
2690,440,2.00E-04,0.10008
5613,441,0.0086,0.10344
4126,442,0.9996,0.49984
5614,443,2.00E-04,0.10008
2026,444,2.00E-04,0.10008
5615,445,2.00E-04,0.10008
4490,446,0.9997,0.49988
607,447,0.9732,0.48928
2902,448,0.0019,0.10076
5600,449,3.00E-04,0.10012
2387,450,2.00E-04,0.10008
2227,451,3.00E-04,0.10012
2263,452,4.00E-04,0.10016
4855,453,0.0083,0.10332
4600,454,3.00E-04,0.10012
5251,455,2.00E-04,0.10008
1993,456,3.00E-04,0.10012
194,457,4.00E-04,0.10016
5467,458,2.00E-04,0.10008
5624,459,2.00E-04,0.10008
5629,460,0.9992,0.49968
4771,461,4.00E-04,0.10016
5448,462,2.00E-04,0.10008
4230,463,2.00E-04,0.10008
149,464,2.00E-04,0.10008
5652,465,0.9992,0.49968
5651,466,2.00E-04,0.10008
2233,467,3.00E-04,0.10012
5644,468,2.00E-04,0.10008
4483,469,6.00E-04,0.10024
5636,470,0.0533,0.12132
2094,471,3.00E-04,0.10012
3400,472,4.00E-04,0.10016
5647,473,2.00E-04,0.10008
2794,474,0.9995,0.4998
3037,475,2.00E-04,0.10008
2328,476,0.9992,0.49968
874,477,0.0014,0.10056
4382,478,2.00E-04,0.10008
1561,479,3.00E-04,0.10012
2268,480,3.00E-04,0.10012
2862,481,3.00E-04,0.10012
5145,482,3.00E-04,0.10012
2941,483,3.00E-04,0.10012
550,484,8.00E-04,0.10032
5656,485,2.00E-04,0.10008
1783,486,3.00E-04,0.10012
3892,487,0.645,0.358
2160,488,2.00E-04,0.10008
4571,489,3.00E-04,0.10012
5659,490,2.00E-04,0.10008
1836,491,0.2661,0.20644
4562,492,0.0071,0.10284
2337,493,2.00E-04,0.10008
1239,494,2.00E-04,0.10008
5660,495,0.9992,0.49968
1969,496,0.0028,0.10112
1460,497,2.00E-04,0.10008
4223,498,5.00E-04,0.1002
5479,499,2.00E-04,0.10008
623,500,2.00E-04,0.10008
3686,501,0.0048,0.10192
5032,502,2.00E-04,0.10008
734,503,3.00E-04,0.10012
1314,504,3.00E-04,0.10012
3220,505,0.9995,0.4998
2608,506,1.00E-04,0.10004
5222,507,0.1321,0.15284
5666,508,2.00E-04,0.10008
3002,509,2.00E-04,0.10008
2282,510,3.00E-04,0.10012
5673,511,2.00E-04,0.10008
1817,512,5.00E-04,0.1002
5667,513,2.00E-04,0.10008
3703,514,5.00E-04,0.1002
5691,515,2.00E-04,0.10008
5688,516,2.00E-04,0.10008
2874,517,2.00E-04,0.10008
5678,518,2.00E-04,0.10008
3642,519,4.00E-04,0.10016
4173,520,3.00E-04,0.10012
1493,521,2.00E-04,0.10008
5685,522,3.00E-04,0.10012
2530,523,2.00E-04,0.10008
4524,524,3.00E-04,0.10012
5682,525,2.00E-04,0.10008
1011,526,2.00E-04,0.10008
5681,527,2.00E-04,0.10008
430,528,0.9996,0.49984
1131,529,3.00E-04,0.10012
106,530,2.00E-04,0.10008
2756,531,0.0545,0.1218
4723,532,2.00E-04,0.10008
5239,533,0.9994,0.49976
781,534,1.00E-04,0.10004
5491,535,2.00E-04,0.10008
3867,536,4.00E-04,0.10016
1334,537,4.00E-04,0.10016
4745,538,0.9997,0.49988
4045,539,0.9995,0.4998
2487,540,3.00E-04,0.10012
4606,541,3.00E-04,0.10012
5588,542,0.9992,0.49968
4994,543,0.0174,0.10696
5124,544,3.00E-04,0.10012
5695,545,2.00E-04,0.10008
3844,546,5.00E-04,0.1002
5628,547,0.9994,0.49976
4673,548,4.00E-04,0.10016
1992,549,2.00E-04,0.10008
3079,550,0.9995,0.4998
2581,551,3.00E-04,0.10012
1922,552,6.00E-04,0.10024
5245,553,2.00E-04,0.10008
2857,554,2.00E-04,0.10008
1363,555,3.00E-04,0.10012
5699,556,2.00E-04,0.10008
4246,557,4.00E-04,0.10016
5705,558,0.0012,0.10048
3155,559,5.00E-04,0.1002
5715,560,0.9992,0.49968
4531,561,3.00E-04,0.10012
1321,562,2.00E-04,0.10008
5179,563,3.00E-04,0.10012
468,564,3.00E-04,0.10012
396,565,3.00E-04,0.10012
4790,566,3.00E-04,0.10012
5412,567,3.00E-04,0.10012
347,568,4.00E-04,0.10016
273,569,5.00E-04,0.1002
442,570,6.00E-04,0.10024
96,571,5.00E-04,0.1002
3824,572,2.00E-04,0.10008
1462,573,0.9169,0.46676
1808,574,4.00E-04,0.10016
2286,575,3.00E-04,0.10012
2944,576,2.00E-04,0.10008
4383,577,0.0019,0.10076
2271,578,3.00E-04,0.10012
5627,579,0.9991,0.49964
2119,580,5.00E-04,0.1002
1935,581,5.00E-04,0.1002
5709,582,0.9998,0.49992
1680,583,0.5882,0.33528
5718,584,2.00E-04,0.10008
1600,585,5.00E-04,0.1002
5723,586,0.9992,0.49968
1188,587,2.00E-04,0.10008
5641,588,2.00E-04,0.10008
3052,589,2.00E-04,0.10008
4213,590,4.00E-04,0.10016
1799,591,0.9997,0.49988
341,592,0.0374,0.11496
4181,593,0.0013,0.10052
9,594,4.00E-04,0.10016
1066,595,0.4694,0.28776
1391,596,5.00E-04,0.1002
3740,597,3.00E-04,0.10012
5543,598,2.00E-04,0.10008
1507,599,0.9995,0.4998
2726,600,0.8435,0.4374
1649,601,5.00E-04,0.1002
5744,602,0.9353,0.47412
4288,603,0.9997,0.49988
5745,604,2.00E-04,0.10008
3207,605,4.00E-04,0.10016
1248,606,6.00E-04,0.10024
5740,607,2.00E-04,0.10008
524,608,0.2042,0.18168
5737,609,2.00E-04,0.10008
2036,610,2.00E-04,0.10008
803,611,3.00E-04,0.10012
2244,612,2.00E-04,0.10008
3294,613,3.00E-04,0.10012
151,614,2.00E-04,0.10008
5758,615,2.00E-04,0.10008
5766,616,2.00E-04,0.10008
5764,617,0.9353,0.47412
4670,618,6.00E-04,0.10024
5576,619,3.00E-04,0.10012
3369,620,0.9996,0.49984
5760,621,0.0012,0.10048
5050,622,3.00E-04,0.10012
5753,623,2.00E-04,0.10008
4267,624,4.00E-04,0.10016
1639,625,0.9997,0.49988
5775,626,2.00E-04,0.10008
5783,627,2.00E-04,0.10008
2546,628,4.00E-04,0.10016
2889,629,0.0054,0.10216
1538,630,0.9998,0.49992
4927,631,2.00E-04,0.10008
3755,632,4.00E-04,0.10016
3337,633,0.0022,0.10088
4336,634,0.0025,0.101
2377,635,2.00E-04,0.10008
5803,636,0.0019,0.10076
5801,637,2.00E-04,0.10008
3991,638,0.9997,0.49988
2645,639,2.00E-04,0.10008
1440,640,4.00E-04,0.10016
3273,641,3.00E-04,0.10012
2177,642,3.00E-04,0.10012
1515,643,5.00E-04,0.1002
5790,644,2.00E-04,0.10008
3340,645,0.0011,0.10044
5527,646,3.00E-04,0.10012
3649,647,2.00E-04,0.10008
2714,648,5.00E-04,0.1002
5779,649,2.00E-04,0.10008
5811,650,0.9711,0.48844
4843,651,2.00E-04,0.10008
5821,652,0.0029,0.10116
5823,653,2.00E-04,0.10008
3898,654,2.00E-04,0.10008
3120,655,3.00E-04,0.10012
5826,656,2.00E-04,0.10008
4862,657,0.9997,0.49988
1139,658,0.4704,0.28816
802,659,3.00E-04,0.10012
449,660,0.9998,0.49992
5820,661,0.0029,0.10116
1801,662,3.00E-04,0.10012
5813,663,0.9996,0.49984
5840,664,2.00E-04,0.10008
383,665,5.00E-04,0.1002
3235,666,3.00E-04,0.10012
4083,667,0.9997,0.49988
4179,668,0.0027,0.10108
5731,669,0.0024,0.10096
3417,670,3.00E-04,0.10012
5856,671,2.00E-04,0.10008
5854,672,0.0019,0.10076
5853,673,0.0019,0.10076
5316,674,3.00E-04,0.10012
5808,675,2.00E-04,0.10008
2871,676,2.00E-04,0.10008
1099,677,0.9997,0.49988
4709,678,2.00E-04,0.10008
3461,679,6.00E-04,0.10024
1474,680,0.9998,0.49992
1611,681,0.9993,0.49972
5805,682,2.00E-04,0.10008
5882,683,2.00E-04,0.10008
5872,684,2.00E-04,0.10008
3346,685,3.00E-04,0.10012
2044,686,3.00E-04,0.10012
3987,687,5.00E-04,0.1002
2397,688,3.00E-04,0.10012
3188,689,3.00E-04,0.10012
1426,690,0.0065,0.1026
3135,691,2.00E-04,0.10008
496,692,0.0032,0.10128
5387,693,0.1218,0.14872
5867,694,9.00E-04,0.10036
5895,695,0.0019,0.10076
3554,696,0.9996,0.49984
5902,697,2.00E-04,0.10008
4417,698,5.00E-04,0.1002
2905,699,3.00E-04,0.10012
305,700,2.00E-04,0.10008
5889,701,2.00E-04,0.10008
5890,702,2.00E-04,0.10008
5925,703,2.00E-04,0.10008
1733,704,3.00E-04,0.10012
5712,705,3.00E-04,0.10012
5838,706,2.00E-04,0.10008
5761,707,3.00E-04,0.10012
864,708,2.00E-04,0.10008
4756,709,4.00E-04,0.10016
3504,710,3.00E-04,0.10012
5946,711,2.00E-04,0.10008
3061,712,0.9997,0.49988
1633,713,3.00E-04,0.10012
1018,714,3.00E-04,0.10012
5223,715,3.00E-04,0.10012
5941,716,2.00E-04,0.10008
5551,717,2.00E-04,0.10008
638,718,2.00E-04,0.10008
247,719,3.00E-04,0.10012
1802,720,2.00E-04,0.10008
4632,721,3.00E-04,0.10012
665,722,2.00E-04,0.10008
465,723,2.00E-04,0.10008
5976,724,0.0574,0.12296
1843,725,3.00E-04,0.10012
5595,726,4.00E-04,0.10016
5911,727,0.9994,0.49976
3050,728,2.00E-04,0.10008
1492,729,3.00E-04,0.10012
1911,730,2.00E-04,0.10008
5991,731,0.0019,0.10076
5993,732,2.00E-04,0.10008
6003,733,2.00E-04,0.10008
2381,734,0.9992,0.49968
5590,735,6.00E-04,0.10024
99,736,3.00E-04,0.10012
5999,737,2.00E-04,0.10008
1994,738,4.00E-04,0.10016
716,739,0.2187,0.18748
1760,740,6.00E-04,0.10024
140,741,0.1417,0.15668
3439,742,3.00E-04,0.10012
1330,743,5.00E-04,0.1002
721,744,3.00E-04,0.10012
1568,745,3.00E-04,0.10012
6021,746,2.00E-04,0.10008
6024,747,2.00E-04,0.10008
5868,748,2.00E-04,0.10008
3965,749,5.00E-04,0.1002
1585,750,3.00E-04,0.10012
3257,751,2.00E-04,0.10008
80,752,3.00E-04,0.10012
6022,753,2.00E-04,0.10008
6016,754,2.00E-04,0.10008
2637,755,2.00E-04,0.10008
2582,756,3.00E-04,0.10012
6007,757,2.00E-04,0.10008
4686,758,5.00E-04,0.1002
4532,759,0.0019,0.10076
2215,760,7.00E-04,0.10028
876,761,2.00E-04,0.10008
4189,762,3.00E-04,0.10012
4869,763,0.0601,0.12404
3622,764,6.00E-04,0.10024
6030,765,2.00E-04,0.10008
3196,766,0.0035,0.1014
764,767,0.9999,0.49996
4650,768,0.9997,0.49988
1673,769,3.00E-04,0.10012
5998,770,0.1424,0.15696
572,771,3.00E-04,0.10012
1303,772,5.00E-04,0.1002
5939,773,3.00E-04,0.10012
6071,774,2.00E-04,0.10008
2557,775,0.9994,0.49976
1184,776,2.00E-04,0.10008
1497,777,0.9994,0.49976
2945,778,3.00E-04,0.10012
5463,779,0.9992,0.49968
838,780,3.00E-04,0.10012
6066,781,2.00E-04,0.10008
5970,782,2.00E-04,0.10008
384,783,2.00E-04,0.10008
6053,784,2.00E-04,0.10008
1298,785,2.00E-04,0.10008
4502,786,3.00E-04,0.10012
1657,787,4.00E-04,0.10016
2062,788,2.00E-04,0.10008
1528,789,2.00E-04,0.10008
1004,790,3.00E-04,0.10012
2071,791,3.00E-04,0.10012
281,792,0.003,0.1012
2380,793,2.00E-04,0.10008
5657,794,2.00E-04,0.10008
3216,795,4.00E-04,0.10016
3318,796,3.00E-04,0.10012
5478,797,2.00E-04,0.10008
6100,798,2.00E-04,0.10008
667,799,9.00E-04,0.10036
6092,800,0.9992,0.49968
4699,801,4.00E-04,0.10016
3506,802,3.00E-04,0.10012
6099,803,2.00E-04,0.10008
4679,804,4.00E-04,0.10016
6088,805,2.00E-04,0.10008
6107,806,2.00E-04,0.10008
3378,807,1.00E-04,0.10004
6113,808,0.0029,0.10116
6121,809,2.00E-04,0.10008
6122,810,2.00E-04,0.10008
1913,811,5.00E-04,0.1002
2027,812,4.00E-04,0.10016
2114,813,2.00E-04,0.10008
6112,814,2.00E-04,0.10008
5168,815,0.0678,0.12712
4551,816,2.00E-04,0.10008
1726,817,3.00E-04,0.10012
4245,818,3.00E-04,0.10012
559,819,5.00E-04,0.1002
205,820,2.00E-04,0.10008
6160,821,2.00E-04,0.10008
2194,822,2.00E-04,0.10008
2558,823,4.00E-04,0.10016
2205,824,4.00E-04,0.10016
3620,825,2.00E-04,0.10008
5777,826,0.985,0.494
2382,827,5.00E-04,0.1002
6159,828,0.29,0.216
1718,829,3.00E-04,0.10012
4114,830,3.00E-04,0.10012
6040,831,6.00E-04,0.10024
6075,832,4.00E-04,0.10016
4876,833,0.9996,0.49984
6165,834,2.00E-04,0.10008
2579,835,2.00E-04,0.10008
6168,836,0.8373,0.43492
5133,837,3.00E-04,0.10012
4102,838,4.00E-04,0.10016
3408,839,3.00E-04,0.10012
3035,840,2.00E-04,0.10008
3652,841,2.00E-04,0.10008
6151,842,2.00E-04,0.10008
4112,843,3.00E-04,0.10012
86,844,1.00E-04,0.10004
5980,845,5.00E-04,0.1002
4375,846,4.00E-04,0.10016
2311,847,4.00E-04,0.10016
4236,848,4.00E-04,0.10016
1719,849,3.00E-04,0.10012
6204,850,2.00E-04,0.10008
6195,851,2.00E-04,0.10008
4583,852,0.9327,0.47308
795,853,6.00E-04,0.10024
